case_id,event_position,name,timestamp,org:group,org:resource,resource country,anomaly,isAnomaly
1-694385837,4,Accepted+In Progress,46:45.0,Org line C,Hineesh,INDIA,Normal,0
1-694385837,5,Accepted+In Progress,48:55.0,Org line C,Hineesh,INDIA,Normal,0
1-694385837,6,Completed+Closed,48:56.0,Org line C,Hineesh,INDIA,Normal,0
1-694385837,7,Accepted+In Progress,00:52.0,Org line C,Hineesh,INDIA,Normal,0
1-689160381,1,Accepted+Wait,02:39.0,Org line A2,Stefan,Sweden,Normal,0
1-698998499,5,Accepted+Wait,52:47.0,Org line C,Martin,Sweden,Normal,0
1-703399394,1,Accepted+In Progress,14:49.0,Org line C,John,Sweden,Early,1
1-703399394,3,Completed+Closed,14:54.0,Org line C,John,Sweden,Early,1
1-704229584,0,Accepted+In Progress,06:47.0,Org line C,Jörgen,Sweden,Normal,0
1-694385837,8,Completed+Closed,42:57.0,Org line C,Hineesh,INDIA,Normal,0
1-636102195,5,Completed+Closed,51:35.0,Org line C,Hineesh,INDIA,Normal,0
1-704650867,0,Accepted+In Progress,29:34.0,Org line C,Praveen,Sweden,Normal,0
1-704650867,1,Queued+Awaiting Assignment,38:26.0,Org line C,Praveen,Sweden,Normal,0
1-691786330,0,Accepted+Assigned,21:22.0,Org line C,Jonas,Sweden,Normal,0
1-704650867,2,Accepted+In Progress,36:58.0,Org line C,Partha,Sweden,Normal,0
1-704650867,3,Queued+Awaiting Assignment,38:10.0,Org line C,Martin,Sweden,Normal,0
1-703190797,0,Accepted+In Progress,02:18.0,Org line C,Jonas,Sweden,Normal,0
1-703190797,1,Queued+Awaiting Assignment,02:48.0,Org line C,Vinodhkumar,INDIA,Normal,0
1-704703712,0,Accepted+In Progress,00:19.0,Org line C,Peter,Belgium,Normal,0
1-704703712,1,Queued+Awaiting Assignment,09:15.0,Org line C,Peter,Belgium,Normal,0
1-703190797,2,Accepted+In Progress,46:21.0,Org line C,Jörgen,Sweden,Normal,0
1-699103215,3,Queued+Awaiting Assignment,11:40.0,Org line C,-,INDIA,Normal,0
1-704650867,4,Accepted+In Progress,36:59.0,Org line C,Pascal,Sweden,Normal,0
1-687587336,1,Completed+Closed,20:18.0,Org line C,Mats,Sweden,Normal,0
1-693357728,3,Completed+Closed,12:42.0,Org line C,Jörgen,Sweden,Rework,1
1-693357728,1,Completed+Closed,12:42.0,Org line C,Jörgen,Sweden,Normal,0
1-691786096,4,Completed+Closed,18:58.0,Org line C,Jörgen,Sweden,Normal,0
1-704977245,0,Accepted+In Progress,39:14.0,Org line C,Praveen,Sweden,Normal,0
1-704977245,1,Queued+Awaiting Assignment,49:03.0,Org line C,Praveen,Sweden,Normal,0
1-704977245,2,Queued+Awaiting Assignment,05:00.0,Org line C,Martin,Sweden,Normal,0
1-699103215,4,Accepted+In Progress,40:45.0,Org line C,-,INDIA,Normal,0
1-699661601,0,Queued+Awaiting Assignment,55:19.0,Org line C,Mohsin,INDIA,Normal,0
1-689525975,2,Completed+Closed,00:24.0,Org line G4,Roland,Sweden,Normal,0
1-691786330,1,Completed+Closed,02:03.0,Org line C,Jonas,Sweden,Normal,0
1-573830584,4,Accepted+Assigned,13:30.0,Org line C,Mikael,Sweden,Normal,0
1-700498223,0,Queued+Awaiting Assignment,06:50.0,Org line B,Srinivasan,INDIA,Normal,0
1-703540157,3,Accepted+In Progress,09:42.0,Org line B,Rijin,INDIA,Normal,0
1-700498223,1,Accepted+In Progress,10:35.0,Org line B,Rijin,INDIA,Normal,0
1-589421537,1,Completed+Closed,43:20.0,Org line C,Nicolas,France,Normal,0
1-573830584,5,Accepted+Assigned,56:49.0,Org line C,Lena,Sweden,Normal,0
1-573830584,6,Accepted+Assigned,05:12.0,Org line C,Lena,Sweden,Normal,0
1-624450715,2,Completed+Closed,07:57.0,Org line C,Mikael,Sweden,Normal,0
1-705847575,0,Accepted+In Progress,30:47.0,Org line C,Pascal,Sweden,Normal,0
1-705847575,1,Completed+Closed,37:12.0,Org line C,Pascal,Sweden,Normal,0
1-688564824,5,Completed+Closed,38:43.0,Org line C,Pascal,Sweden,Normal,0
1-573830584,7,Accepted+In Progress,58:40.0,Org line C,Lena,Sweden,Normal,0
1-573830584,8,Completed+Closed,58:45.0,Org line C,Lena,Sweden,Normal,0
1-669804759,1,Completed+Closed,50:09.0,Org line C,Peter,Sweden,Normal,0
1-699661601,1,Accepted+In Progress,11:03.0,Org line C,Mohsin,INDIA,Normal,0
1-699661601,2,Completed+Closed,12:02.0,Org line C,Mohsin,INDIA,Normal,0
1-706866666,0,Accepted+In Progress,41:55.0,Org line A2,Ann-Charlotte,Sweden,Normal,0
1-706988783,0,Accepted+In Progress,07:28.0,Org line G4,Håkan,Sweden,Normal,0
1-652874271,1,Completed+Closed,10:52.0,Org line G4,Håkan,Sweden,Normal,0
1-707300171,0,Accepted+In Progress,18:47.0,Org line C,Robert,USA,Normal,0
1-707300171,1,Accepted+In Progress,19:30.0,Org line C,Robert,USA,Normal,0
1-707623601,0,Accepted+In Progress,10:52.0,Org line C,Mohsin,INDIA,Normal,0
1-707623601,1,Accepted+Wait,01:40.0,Org line C,Mohsin,INDIA,Normal,0
1-707693471,0,Accepted+In Progress,14:09.0,Org line B,Aneesh V,INDIA,Normal,0
1-707623601,2,Completed+Closed,17:36.0,Org line C,Mohsin,INDIA,Normal,0
1-707704098,0,Accepted+In Progress,24:46.0,Org line G4,Rickard,Sweden,Normal,0
1-707300171,2,Queued+Awaiting Assignment,41:51.0,Org line C,Robert,USA,Normal,0
1-628203323,5,Accepted+In Progress,11:09.0,Org line C,Rajkishore,INDIA,Normal,0
1-660903884,1,Accepted+In Progress,29:21.0,Org line C,Emil,Sweden,Normal,0
1-660903884,2,Completed+Closed,29:32.0,Org line C,Emil,Sweden,Normal,0
1-708716045,0,Accepted+In Progress,02:46.0,Org line G4,Rickard,Sweden,Normal,0
1-708716045,2,Accepted+In Progress,02:46.0,Org line G4,Rickard,Sweden,Rework,1
1-699103215,5,Queued+Awaiting Assignment,15:56.0,Org line C,Stefan,Sweden,Normal,0
1-707300171,3,Queued+Awaiting Assignment,03:53.0,Org line C,Prasad,Sweden,Normal,0
1-709552565,0,Accepted+In Progress,13:51.0,Org line C,Praveen,Sweden,Normal,0
1-709552565,1,Queued+Awaiting Assignment,37:38.0,Org line C,Praveen,Sweden,Normal,0
1-709552565,2,Accepted+In Progress,41:57.0,Org line C,Pankaj,Sweden,Normal,0
1-699103215,6,Accepted+In Progress,46:00.0,Org line C,Stefan,Sweden,Normal,0
1-699103215,7,Accepted+In Progress,46:11.0,Org line C,Stefan,Sweden,Normal,0
1-699103215,8,Completed+Closed,47:48.0,Org line C,Stefan,Sweden,Normal,0
1-710114300,0,Accepted+In Progress,34:34.0,Org line C,Praveen,Sweden,Normal,0
1-710114300,1,Queued+Awaiting Assignment,45:33.0,Org line C,Praveen,Sweden,Normal,0
1-710114300,2,Accepted+In Progress,10:47.0,Org line C,Pankaj,Sweden,Normal,0
1-710109531,0,Accepted+In Progress,11:21.0,Org line A2,Anna,POLAND,Normal,0
1-710114300,3,Accepted+Assigned,11:37.0,Org line C,Raja,Sweden,Normal,0
1-710114300,4,Queued+Awaiting Assignment,54:31.0,Org line C,Martin,Sweden,Normal,0
1-710109531,1,Completed+Closed,26:37.0,Org line A2,Anna,POLAND,Normal,0
1-712856449,0,Accepted+In Progress,37:33.0,Org line C,Inger,Sweden,Normal,0
1-712856449,1,Queued+Awaiting Assignment,39:47.0,Org line C,Inger,Sweden,Normal,0
1-712856449,2,Accepted+In Progress,02:57.0,Org line C,Amar,INDIA,Normal,0
1-707693471,1,Completed+Closed,28:59.0,Org line B,Aneesh V,INDIA,Normal,0
1-713106267,0,Accepted+In Progress,03:09.0,Org line B,Thiago,Brazil,Normal,0
1-696839978,2,Completed+Closed,48:53.0,Org line C,Ryouhei,Japan,Normal,0
1-701429911,4,Completed+Closed,50:05.0,Org line A2,Krzysztof,POLAND,Normal,0
1-703540157,4,Queued+Awaiting Assignment,35:35.0,Org line C,-,INDIA,Normal,0
1-672506739,4,Accepted+In Progress,33:37.0,Org line C,Hineesh,INDIA,Normal,0
1-672506739,5,Completed+Closed,36:46.0,Org line C,Hineesh,INDIA,Normal,0
1-715638561,0,Accepted+In Progress,37:14.0,Org line C,Martin,Sweden,Normal,0
1-707300171,4,Queued+Awaiting Assignment,43:12.0,Org line C,Robert,USA,Normal,0
1-715638561,1,Queued+Awaiting Assignment,44:34.0,Org line C,Martin,Sweden,Normal,0
1-715638561,2,Accepted+In Progress,09:18.0,Org line C,Pascal,Sweden,Normal,0
1-715638561,3,Completed+Closed,41:51.0,Org line C,Pascal,Sweden,Normal,0
1-698044001,3,Accepted+In Progress,52:27.0,Org line C,Martin,Sweden,Normal,0
1-698044001,4,Completed+Closed,53:04.0,Org line C,Martin,Sweden,Normal,0
1-710114300,5,Accepted+In Progress,54:26.0,Org line C,Aurelien,France,Normal,0
1-710114300,6,Queued+Awaiting Assignment,05:50.0,Org line C,Bruno,France,Normal,0
1-524375607,3,Completed+Closed,19:54.0,Org line C,Jo,Belgium,Normal,0
1-716154984,0,Queued+Awaiting Assignment,38:08.0,Org line C,Rakesh,Sweden,Normal,0
1-716154984,1,Accepted+In Progress,40:27.0,Org line C,Tarun,Sweden,Normal,0
1-599157751,4,Completed+Closed,03:56.0,Org line C,Lennart,Sweden,Normal,0
1-706866666,1,Completed+Closed,26:26.0,Org line A2,Ann-Charlotte,Sweden,Normal,0
1-688380091,1,Accepted+Wait,02:17.0,Org line A2,Britt,Sweden,Normal,0
1-675150191,4,Accepted+In Progress,49:27.0,Org line A2,Krzysztof,POLAND,Normal,0
1-660786538,2,Completed+Closed,56:45.0,Org line C,Pascal,Sweden,Normal,0
1-698998499,6,Completed+Closed,05:03.0,Org line C,Martin,Sweden,Normal,0
1-694420679,1,Completed+Closed,36:11.0,Org line A2,Kristina,Sweden,Normal,0
1-675150191,5,Accepted+Wait,10:11.0,Org line A2,Krzysztof,POLAND,Normal,0
1-688380091,2,Queued+Awaiting Assignment,16:41.0,Org line A2,Britt,Sweden,Normal,0
1-579250167,2,Completed+Closed,37:07.0,Org line C,Hineesh,INDIA,Normal,0
1-696680265,5,Completed+Closed,43:49.0,Org line C,Hineesh,INDIA,Normal,0
1-717222893,0,Accepted+In Progress,35:00.0,Org line C,Gitt,Sweden,Normal,0
1-717222893,1,Queued+Awaiting Assignment,40:06.0,Org line C,Gitt,Sweden,Normal,0
1-717275094,0,Accepted+In Progress,12:45.0,Org line C,Gitt,Sweden,Normal,0
1-717275094,1,Queued+Awaiting Assignment,17:17.0,Org line C,Gitt,Sweden,Normal,0
1-718132104,0,Accepted+In Progress,58:57.0,Org line B,Murali,INDIA,Normal,0
1-710114300,7,Accepted+In Progress,18:09.0,Org line C,Bruno,France,Normal,0
1-712856449,3,Completed+Closed,59:43.0,Org line C,Amar,INDIA,Normal,0
1-638091067,6,Accepted+In Progress,09:13.0,Org line C,Peter,Sweden,Normal,0
1-638091067,7,Completed+Closed,09:14.0,Org line C,Peter,Sweden,Normal,0
1-707300171,5,Accepted+Assigned,50:45.0,Org line C,Hineesh,INDIA,Normal,0
1-719199254,0,Accepted+In Progress,57:54.0,Org line G4,Harshavardhan,Sweden,Normal,0
1-700498223,2,Queued+Awaiting Assignment,30:31.0,Org line B,Srinivasan,INDIA,Normal,0
1-700498223,3,Accepted+In Progress,46:31.0,Org line B,Rijin,INDIA,Normal,0
1-719999163,0,Accepted+In Progress,46:35.0,Org line B,Murali,INDIA,Normal,0
1-720069371,0,Accepted+In Progress,12:34.0,Org line A2,Krzysztof,POLAND,Normal,0
1-578252937,1,Completed+Closed,36:39.0,Org line C,Lars-Ove,Sweden,Normal,0
1-720069371,1,Accepted+Wait,57:02.0,Org line A2,Krzysztof,POLAND,Normal,0
1-720069371,2,Accepted+In Progress,41:01.0,Org line A2,Krzysztof,POLAND,Normal,0
1-720069371,3,Accepted+Wait,23:39.0,Org line A2,Krzysztof,POLAND,Normal,0
1-709552565,3,Queued+Awaiting Assignment,23:51.0,Org line C,Martin,Sweden,Normal,0
1-693895885,2,Accepted+In Progress,30:19.0,Org line G4,David,Sweden,Normal,0
1-693895885,3,Completed+Closed,30:21.0,Org line G4,David,Sweden,Normal,0
1-707300171,6,Queued+Awaiting Assignment,37:25.0,Org line C,Prasad,Sweden,Normal,0
1-707300171,7,Accepted+In Progress,32:42.0,Org line C,Jitender,Sweden,Normal,0
1-708716045,3,Completed+Closed,08:02.0,Org line G4,Rickard,Sweden,Rework,1
1-708716045,1,Completed+Closed,08:02.0,Org line G4,Rickard,Sweden,Normal,0
1-698842669,4,Completed+Closed,24:24.0,Org line C,Amar,INDIA,Normal,0
1-722674364,0,Accepted+In Progress,54:43.0,Org line C,Praveen,Sweden,Normal,0
1-722674364,1,Queued+Awaiting Assignment,00:28.0,Org line C,Praveen,Sweden,Normal,0
1-722674364,2,Queued+Awaiting Assignment,45:24.0,Org line C,Prasad,Sweden,Normal,0
1-722688743,0,Accepted+In Progress,54:27.0,Org line A2,Anson,China,Normal,0
1-722688743,1,Queued+Awaiting Assignment,58:07.0,Org line A2,Anson,China,Normal,0
1-722674364,3,Queued+Awaiting Assignment,51:30.0,Org line C,Praveen,Sweden,Normal,0
1-688380091,3,Accepted+In Progress,51:46.0,Org line A2,Britt,Sweden,Normal,0
1-688380091,4,Accepted+Wait,54:32.0,Org line A2,Britt,Sweden,Normal,0
1-688380091,5,Random activity 4,07:42.8,Random_11,Random_11,Random_11,Insert,1
1-688380091,6,Accepted+In Progress,10:47.0,Org line A2,Britt,Sweden,Insert,1
1-726517211,0,Accepted+In Progress,15:21.0,Org line C,Peter,Belgium,Normal,0
1-726517211,1,Accepted+In Progress,15:49.0,Org line C,Peter,Belgium,Normal,0
1-726517211,2,Queued+Awaiting Assignment,16:09.0,Org line C,Peter,Belgium,Normal,0
1-726517211,3,Accepted+In Progress,16:24.0,Org line C,Peter,Belgium,Normal,0
1-688380091,7,Accepted+Wait,17:17.0,Org line A2,Britt,Sweden,Insert,1
1-726517211,4,Queued+Awaiting Assignment,18:34.0,Org line C,Peter,Belgium,Normal,0
1-720069371,4,Accepted+In Progress,11:58.0,Org line A2,Krzysztof,POLAND,Normal,0
1-718132104,1,Completed+Closed,58:02.0,Org line B,Murali,INDIA,Normal,0
1-726760342,0,Accepted+In Progress,36:37.0,Org line C,Lars,Sweden,Normal,0
1-726760342,1,Accepted+Wait,37:20.0,Org line C,Lars,Sweden,Normal,0
1-720069371,5,Accepted+Wait,50:15.0,Org line A2,Krzysztof,POLAND,Normal,0
1-726808501,0,Accepted+In Progress,31:06.0,Org line A2,Miroslaw,POLAND,Normal,0
1-628078553,3,Completed+Closed,42:44.0,Org line A2,Vikrant,Sweden,Rework,1
1-628078553,1,Completed+Closed,42:44.0,Org line A2,Vikrant,Sweden,Normal,0
1-700498223,4,Queued+Awaiting Assignment,03:26.0,Org line B,Srinivasan,INDIA,Normal,0
1-700498223,5,Accepted+In Progress,00:46.0,Org line B,Rijin,INDIA,Normal,0
1-700498223,6,Accepted+Wait,05:03.0,Org line B,Rijin,INDIA,Normal,0
1-728461114,0,Accepted+In Progress,01:51.0,Org line C,Tarun,Sweden,Normal,0
1-728470722,0,Accepted+In Progress,04:29.0,Org line A2,Åsa,Sweden,Normal,0
1-728470722,1,Accepted+Assigned,05:30.0,Org line A2,Åsa,Sweden,Normal,0
1-644992956,3,Completed+Closed,15:47.0,Org line C,Kåre,Sweden,Normal,0
1-704650867,5,Accepted+Wait,46:23.0,Org line C,Pascal,Sweden,Normal,0
1-719199254,1,Accepted+In Progress,05:40.0,Org line G4,Harshavardhan,Sweden,Normal,0
1-719199254,2,Completed+Closed,06:14.0,Org line G4,Harshavardhan,Sweden,Normal,0
1-621393223,4,Accepted+In Progress,34:45.0,Org line B,Thiago,Brazil,Normal,0
1-621393223,5,Completed+Closed,34:51.0,Org line B,Thiago,Brazil,Normal,0
1-728641711,0,Accepted+In Progress,13:58.0,Org line C,Stephen,USA,Normal,0
1-728641711,1,Queued+Awaiting Assignment,26:35.0,Org line C,Stephen,USA,Normal,0
1-616977258,2,Accepted+In Progress,06:44.0,Org line A2,Niklas,Sweden,Normal,0
1-616977258,3,Completed+Closed,07:42.0,Org line A2,Niklas,Sweden,Normal,0
1-686642441,1,Accepted+In Progress,30:08.0,Org line G4,David,Sweden,Normal,0
1-686642441,2,Completed+Closed,31:53.0,Org line G4,David,Sweden,Normal,0
1-729711756,0,Accepted+In Progress,24:45.0,Org line A2,Maria,Sweden,Normal,0
1-697366925,1,Completed+Closed,52:14.0,Org line G4,Samira,Sweden,Normal,0
1-729826369,0,Accepted+In Progress,56:04.0,Org line G3,Ewa,POLAND,Normal,0
1-729826369,1,Completed+Closed,59:57.0,Org line G3,Ewa,POLAND,Normal,0
1-728641711,2,Accepted+In Progress,26:56.0,Org line C,Stephen,USA,Normal,0
1-730084841,0,Queued+Awaiting Assignment,48:09.0,Org line C,Vesa,Sweden,Normal,0
1-730084875,0,Accepted+In Progress,05:25.0,Org line C,Vesa,Sweden,Normal,0
1-730084875,1,Queued+Awaiting Assignment,06:50.0,Org line C,Vesa,Sweden,Normal,0
1-730084841,1,Accepted+In Progress,08:35.0,Org line C,Himanshu,Sweden,Normal,0
1-730084841,3,Accepted+In Progress,08:35.0,Org line C,Himanshu,Sweden,Rework,1
1-730084841,4,Completed+Closed,09:14.0,Org line C,Himanshu,Sweden,Rework,1
1-730084841,2,Completed+Closed,09:14.0,Org line C,Himanshu,Sweden,Normal,0
1-716154984,2,Completed+Closed,07:44.0,Org line C,Tarun,Sweden,Normal,0
1-546838031,4,Completed+Closed,58:43.0,Org line C,Tomas,Sweden,Normal,0
1-731792664,0,Accepted+In Progress,34:38.0,Org line C,Bikshamaiah,Sweden,Normal,0
1-731908702,0,Accepted+In Progress,50:00.0,Org line C,Bikshamaiah,Sweden,Normal,0
1-731908702,1,Accepted+In Progress,23:14.0,Org line C,Bikshamaiah,Sweden,Normal,0
1-731792664,1,Completed+Closed,24:33.0,Org line C,Bikshamaiah,Sweden,Normal,0
1-696057890,1,Completed+Closed,06:39.0,Org line C,Steve,Belgium,Normal,0
1-700498223,7,Accepted+In Progress,38:30.0,Org line B,Rijin,INDIA,Normal,0
1-700498223,8,Completed+Closed,54:28.0,Org line B,Rijin,INDIA,Normal,0
1-732289301,0,Accepted+In Progress,51:48.0,Org line C,-,INDIA,Normal,0
1-732289301,1,Queued+Awaiting Assignment,01:56.0,Org line C,-,INDIA,Normal,0
1-722674364,4,Accepted+In Progress,54:42.0,Org line C,Arun,Sweden,Normal,0
1-704977245,3,Queued+Awaiting Assignment,57:01.0,Org line C,Martin,Sweden,Normal,0
1-722674364,5,Queued+Awaiting Assignment,58:49.0,Org line C,Martin,Sweden,Normal,0
1-732289301,2,Accepted+Assigned,05:30.0,Org line C,Rajkishore,INDIA,Normal,0
1-732357301,0,Accepted+In Progress,18:15.0,Org line C,Rohit,Sweden,Normal,0
1-732357301,1,Accepted+Wait,59:52.0,Org line C,Rohit,Sweden,Normal,0
1-691146566,1,Completed+Closed,59:04.0,Org line A2,Dusan,Sweden,Normal,0
1-733562890,2,Queued+Awaiting Assignment,01:45.0,Org line B,Srinivasan,INDIA,Early,1
1-675150191,6,Completed+Closed,37:00.0,Org line A2,Krzysztof,POLAND,Normal,0
1-733562890,0,Accepted+In Progress,08:12.0,Org line B,Rijin,INDIA,Early,1
1-694222066,3,Accepted+In Progress,11:17.0,Org line B,Anandgiri,INDIA,Insert,1
1-694222066,4,Queued+Awaiting Assignment,11:56.0,Org line C,Praveen,Sweden,Insert,1
1-736351127,0,Accepted+In Progress,27:00.0,Org line C,Praveen,Sweden,Normal,0
1-736351127,1,Queued+Awaiting Assignment,31:22.0,Org line C,Praveen,Sweden,Normal,0
1-736351222,0,Accepted+In Progress,47:41.0,Org line C,Praveen,Sweden,Normal,0
1-736351222,1,Queued+Awaiting Assignment,55:51.0,Org line C,Praveen,Sweden,Normal,0
1-736351222,2,Queued+Awaiting Assignment,13:34.0,Org line C,Martin,Sweden,Normal,0
1-736351127,2,Queued+Awaiting Assignment,15:21.0,Org line C,Martin,Sweden,Normal,0
1-736351222,3,Accepted+In Progress,30:38.0,Org line C,Martin,Sweden,Normal,0
1-736351222,4,Queued+Awaiting Assignment,31:32.0,Org line C,Rakesh,Sweden,Normal,0
1-736351127,3,Accepted+In Progress,34:04.0,Org line C,Martin,Sweden,Normal,0
1-736351127,4,Queued+Awaiting Assignment,34:14.0,Org line C,Rakesh,Sweden,Normal,0
1-736351222,5,Accepted+In Progress,36:03.0,Org line C,Tarun,Sweden,Normal,0
1-736351127,5,Accepted+In Progress,36:34.0,Org line C,Tarun,Sweden,Normal,0
1-731908702,2,Completed+Closed,29:39.0,Org line C,Bikshamaiah,Sweden,Normal,0
1-652925445,1,Completed+Closed,21:26.0,Org line G4,Rickard,Sweden,Normal,0
1-733562890,1,Queued+Awaiting Assignment,24:09.0,Org line C,Tomas,Sweden,Early,1
1-733562890,3,Accepted+In Progress,09:45.0,Org line C,Kenneth,Sweden,Early,1
1-622652886,1,Completed+Closed,41:11.0,Org line C,Bikshamaiah,Sweden,Normal,0
1-737323915,0,Accepted+In Progress,34:04.0,Org line C,Vaibhav,Sweden,Normal,0
1-737323915,1,Accepted+In Progress,34:46.0,Org line C,Vaibhav,Sweden,Normal,0
1-737341073,0,Queued+Awaiting Assignment,55:13.0,Org line C,Rakesh,Sweden,Normal,0
1-738520030,0,Random activity 4,58:29.0,Random_16,Random_16,Random_16,Insert,1
1-661706786,2,Completed+Closed,07:53.0,Org line A2,Saki,Sweden,Normal,0
1-738285921,0,Accepted+Wait,46:29.0,Org line A2,Alan,United Kingdom,Normal,0
1-738300041,0,Accepted+In Progress,04:02.0,Org line C,Prasad,Sweden,Normal,0
1-738300041,1,Accepted+Wait,09:06.0,Org line C,Prasad,Sweden,Normal,0
1-738322892,0,Accepted+In Progress,59:57.0,Org line C,Peter,Sweden,Normal,0
1-678626550,1,Accepted+In Progress,00:11.0,Org line G4,Samira,Sweden,Normal,0
1-738322892,1,Accepted+In Progress,00:23.0,Org line C,Peter,Sweden,Normal,0
1-738322892,2,Queued+Awaiting Assignment,02:06.0,Org line C,Peter,Sweden,Normal,0
1-678626550,2,Completed+Closed,03:30.0,Org line G4,Samira,Sweden,Normal,0
1-681864502,2,Accepted+In Progress,04:26.0,Org line G4,Samira,Sweden,Normal,0
1-738501821,0,Accepted+In Progress,47:51.0,Org line C,Peter,Belgium,Normal,0
1-738501821,1,Queued+Awaiting Assignment,50:42.0,Org line C,Peter,Belgium,Normal,0
1-738501821,2,Accepted+In Progress,51:36.0,Org line C,Mohsin,INDIA,Normal,0
1-738501821,3,Queued+Awaiting Assignment,56:52.0,Org line C,Peter,Belgium,Normal,0
1-738520030,1,Accepted+In Progress,58:29.0,Org line C,Peter,Belgium,Insert,1
1-738520030,2,Queued+Awaiting Assignment,01:11.0,Org line C,Peter,Belgium,Insert,1
1-738520140,0,Accepted+In Progress,04:59.0,Org line C,Peter,Belgium,Normal,0
1-738520140,1,Queued+Awaiting Assignment,06:51.0,Org line C,Peter,Belgium,Normal,0
1-738520280,0,Accepted+In Progress,09:52.0,Org line C,Peter,Belgium,Normal,0
1-738520280,1,Queued+Awaiting Assignment,13:41.0,Org line C,Peter,Belgium,Normal,0
1-738520420,1,Accepted+In Progress,14:31.0,Org line C,Peter,Belgium,Early,1
1-738520420,0,Queued+Awaiting Assignment,16:08.0,Org line C,Peter,Belgium,Early,1
1-738538186,0,Accepted+In Progress,19:07.0,Org line G4,Lars,Sweden,Attribute,1
1-738520500,0,Accepted+In Progress,26:26.0,Org line C,Peter,Belgium,Normal,0
1-738520500,1,Queued+Awaiting Assignment,27:51.0,Org line C,Peter,Belgium,Normal,0
1-738554050,1,Accepted+In Progress,30:23.0,Org line C,Peter,Belgium,Late,1
1-738554050,0,Queued+Awaiting Assignment,31:59.0,Org line C,Peter,Belgium,Late,1
1-738554110,0,Accepted+In Progress,34:54.0,Org line C,Peter,Belgium,Normal,0
1-738554110,1,Queued+Awaiting Assignment,36:26.0,Org line C,Peter,Belgium,Normal,0
1-738820901,0,Accepted+In Progress,07:53.0,Org line B,Alice,Brazil,Normal,0
1-738820974,0,Accepted+In Progress,20:24.0,Org line B,Alice,Brazil,Normal,0
1-738820901,1,Accepted+Assigned,21:30.0,Org line B,Alice,Brazil,Normal,0
1-738820974,1,Accepted+Assigned,22:01.0,Org line B,Alice,Brazil,Normal,0
1-694899814,1,Accepted+In Progress,16:50.0,Org line A2,Tomas,Sweden,Normal,0
1-694899814,2,Completed+Closed,20:09.0,Org line A2,Tomas,Sweden,Normal,0
1-739196611,0,Accepted+In Progress,25:49.0,Org line C,Niklas,Sweden,Normal,0
1-739220231,0,Accepted+In Progress,32:43.0,Org line C,Sameer,INDIA,Normal,0
1-686945977,3,Completed+Closed,37:08.0,Org line C,Jitender,Sweden,Normal,0
1-739271601,0,Accepted+In Progress,48:58.0,Org line A2,Panigrahy,Sweden,Normal,0
1-739323204,0,Accepted+In Progress,38:08.0,Org line C,Jesper,Sweden,Normal,0
1-739196611,1,Accepted+In Progress,52:35.0,Org line C,Niklas,Sweden,Normal,0
1-739385022,0,Accepted+In Progress,04:47.0,Org line C,Olof,Sweden,Normal,0
1-739385022,1,Accepted+In Progress,05:56.0,Org line C,Olof,Sweden,Normal,0
1-739385022,2,Accepted+Wait,07:34.0,Org line C,Olof,Sweden,Normal,0
1-739276320,0,Accepted+In Progress,40:49.0,Org line A2,Venkata,Sweden,Normal,0
1-739276320,1,Accepted+Wait,41:56.0,Org line A2,Venkata,Sweden,Normal,0
1-739695919,0,Accepted+In Progress,00:53.0,Org line A2,Viktoria,Sweden,Normal,0
1-739633778,0,Accepted+In Progress,32:07.0,Org line A2,Piotr,POLAND,Normal,0
1-739633778,1,Queued+Awaiting Assignment,43:05.0,Org line A2,Piotr,POLAND,Normal,0
1-739633778,2,Accepted+In Progress,51:26.0,Org line A2,Katarzyna,POLAND,Normal,0
1-739633778,3,Queued+Awaiting Assignment,02:30.0,Org line C,Grzegorz,POLAND,Normal,0
1-739695919,6,Queued+Awaiting Assignment,35:20.0,Org line A2,Viktoria,Sweden,Late,1
1-739695919,1,Queued+Awaiting Assignment,35:45.0,Org line C,Peter,Sweden,Late,1
1-740527376,0,Accepted+In Progress,53:40.0,Org line V2,Björn,Sweden,Normal,0
1-550611848,1,Completed+Closed,56:48.0,Org line G4,Bharath,Sweden,Normal,0
1-739606592,0,Accepted+In Progress,17:14.0,Org line A2,Joris,Belgium,SkipSequence,1
1-740460519,0,Accepted+In Progress,26:13.0,Org line A2,Ian,United Kingdom,Normal,0
1-740460519,1,Accepted+Assigned,27:48.0,Org line A2,Ian,United Kingdom,Normal,0
1-740597491,0,Queued+Awaiting Assignment,43:49.0,Org line C,Olivier,France,Normal,0
1-740597491,1,Accepted+In Progress,46:02.0,Org line C,Andreas,Sweden,Normal,0
1-707704098,1,Completed+Closed,46:53.0,Org line G4,Rickard,Sweden,Normal,0
1-740597491,2,Queued+Awaiting Assignment,54:17.0,Org line C,Olivier,France,Normal,0
1-740315794,0,Queued+Awaiting Assignment,38:08.0,Org line C,John,Sweden,Normal,0
1-704650867,6,Completed+Closed,51:55.0,Org line C,Pascal,Sweden,Normal,0
1-740618034,0,Accepted+In Progress,29:10.0,Org line G4,Rickard,Sweden,Normal,0
1-740681141,0,Accepted+In Progress,30:41.0,Org line C,Els,Belgium,Normal,0
1-740618034,1,Accepted+Wait,31:00.0,Org line G4,Rickard,Sweden,Normal,0
1-740681141,1,Queued+Awaiting Assignment,31:56.0,Org line C,Els,Belgium,Normal,0
